locus_id,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
FXYD2,0.7699,0.5461,0.02789,0.19739,0.32919,0.78545,0.0,0.93323,0.59248,0.0,0.875,0.08693,0.29842,0.00265,0.70123,1.0,0.91653,0.58855,0.79724,0.9514,0.53819,0.72149,0.92747,0.78085,1.0,0.62,0.24195,0.7353,0.15635,0.13239,0.53286,0.3862,0.7698,0.48834,0.9,0.4722,0.19551,0.77885,0.20535,1.0,0.8462,0.0
FYN,0.0,0.1447,0.0,0.0,0.0,0.24561,0.0,0.0,0.31818,0.0,0.0,0.10146,0.0,1.0,0.5,0.21363,0.14034,0.00642,0.0,0.02898,0.0,0.18962,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.06028,0.0,0.0,0.0,0.0,0.0321,0.08571,0.11476,0.38889,0.0,0.0,0.0,0.0
FZD1,0.00256,0.0017,0.0,0.00312,0.02004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108,0.0,0.0,0.00461,0.0,0.0,0.0,0.00092,0.00082,0.0,0.0,0.01637,0.0,0.0,0.0,0.0,0.0,0.00138,0.0,0.00197,0.0,0.0,0.0,0.0171,0.0,0.00217,0.025,0.0,0.0
FZD10,0.64507,0.66792,0.61859,0.15381,0.40194,0.26501,0.0,0.90128,0.84492,0.0,0.79965,0.12022,0.11517,0.53307,0.82895,0.75774,0.87693,0.52615,0.70245,0.38723,0.04044,0.1281,0.08224,0.00591,0.71378,0.18673,0.07174,0.12928,0.16266,0.27252,0.13017,0.41598,0.01775,0.09214,0.30686,0.84193,0.02013,0.0928,0.21989,0.02714,0.13732,0.0
FZD2,0.0,0.01046,0.0,0.0,0.01012,0.02137,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01504,0.00988,0.0,0.02235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01255,0.0,0.00709,0.0,0.0,0.29475,0.0,0.02468,0.0,0.0,0.21935,0.0
FZD3,0.24823,0.16593,0.00096,0.0312,0.00438,0.0,0.0,0.20733,0.01186,0.0,0.0,0.06713,0.00367,0.3865,0.00114,0.1355,0.0,0.02068,0.18192,0.03013,0.01845,0.00336,0.01688,0.01541,0.00758,0.00382,0.00698,0.00051,0.08186,0.06555,0.0624,0.24046,0.17426,0.03666,0.08609,0.22478,0.01099,0.00259,0.00329,0.15278,0.07213,0.0
FZD4,0.00502,0.00672,0.0029,0.0153,0.0,0.00276,0.0,0.0068,0.0,0.0,0.00392,0.02995,0.00432,0.0024,0.00135,0.01289,0.01945,0.00538,0.00592,0.00092,0.01264,0.0253,0.00612,0.00788,0.00129,0.00554,0.00409,0.00668,0.00055,0.0,0.0,0.00166,0.00329,0.00388,0.0,0.07189,0.00547,0.00391,0.00091,0.00034,0.01673,0.0
FZD5,0.02767,0.01319,0.00241,0.0,0.00182,0.01381,0.0,0.0,0.00261,0.0,0.00088,0.02201,0.00165,0.0,0.00076,0.00348,0.0,0.00522,0.00305,0.00121,0.00256,0.0003,0.00142,0.0009,0.01255,0.00233,0.00231,0.00457,0.0,0.0,0.0,0.00195,0.00079,0.00139,0.0,0.01767,0.00491,0.0,0.00202,0.0,0.00145,0.0
FZD6,0.01688,0.02934,0.02204,0.01877,0.02041,0.0,0.0,0.00245,0.33576,0.0,0.00142,0.01661,0.0,0.0,0.30162,0.01637,0.0,0.0,0.00594,0.01641,0.00284,0.0,0.0,0.00698,0.00787,0.0,0.02824,0.97716,0.71028,0.44415,0.0,0.27904,0.02759,0.0,0.14919,0.0163,0.0,0.37075,0.05332,0.00049,0.02684,0.0
FZD7,0.02045,0.02307,0.00076,0.00303,0.0,0.00523,0.0,0.02901,0.00479,0.0,0.0,0.0194,0.00307,0.0026,0.0,0.09071,0.0,0.00822,0.00239,0.00488,0.00121,0.0,0.00057,0.00051,0.00705,0.01069,0.01219,0.0,0.00118,0.0,0.00017,0.32017,0.00224,0.00276,0.0,0.37755,0.02642,0.00225,0.00397,0.0,0.01121,0.0
FZD8,0.02583,0.01066,0.01154,0.01578,0.02945,0.01421,0.0,0.38015,0.04652,0.0,0.28418,0.0219,0.00469,0.00268,0.42398,0.00154,0.00109,0.01705,0.03318,0.00444,0.00729,0.01137,0.00189,0.0,0.00447,0.00036,0.00896,0.0,0.01955,0.0102,0.1573,0.00539,0.0044,0.0163,0.00297,0.94797,0.07371,0.00414,0.00324,0.00282,0.0014,0.0
FZD9,0.23411,0.12561,0.16115,0.15237,0.29944,0.12527,0.0,0.24979,0.44257,0.0,0.15748,0.27161,0.20631,0.28828,0.17515,0.15348,0.18543,0.84155,0.35715,0.28373,0.23232,0.12856,0.26303,0.36478,0.29952,0.27149,0.21979,0.4031,0.52305,0.17782,0.11146,0.6494,0.23923,0.14985,0.44659,0.86589,0.27266,0.14062,0.76485,0.17417,0.16429,0.0
G6PC3,0.00133,0.00288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00786,0.0,0.00297,0.00215,0.0,0.0,0.06779,0.0,0.00222,0.00226,0.0,0.0,0.0,0.0015,0.0,0.00807,0.0,0.01252,0.0,0.01085,0.00917,0.0,0.0294,0.0,0.02741,0.00483,0.0,0.00306,0.0,0.0,0.0
GAB1,0.03013,0.00938,0.00035,0.007,0.04852,0.00523,0.0,0.09801,0.00977,0.0,0.00157,0.02747,0.0007,0.09156,0.00082,0.03362,0.0,0.01202,0.00403,0.00137,0.00914,0.00177,0.00241,0.0,0.00646,0.00453,0.00482,0.0,0.00713,0.0,0.0023,0.00579,0.00307,0.00416,0.00055,0.02765,0.01865,0.00527,0.00042,0.0,0.0,0.0
GAB2,0.03918,0.03557,0.06164,0.02261,0.14268,0.00812,0.0,0.28972,0.04701,0.0,0.00206,0.01743,0.00645,0.003,0.03603,0.17502,0.01401,0.01117,0.01762,0.10017,0.02071,0.00458,0.00308,0.0212,0.01639,0.04346,0.09753,0.04996,0.02357,0.0307,0.00219,0.07648,0.0,0.03749,0.11699,0.15115,0.1491,0.01596,0.0193,0.04326,0.06873,0.0
GABARAP,0.03687,0.02645,0.01961,0.0,0.0,0.00836,0.0,0.02498,0.0,0.0,0.0,0.02583,0.0,0.0,0.0,0.00861,0.0,0.03104,0.01421,0.00215,0.00624,0.0,0.0,0.00303,0.01384,0.00417,0.0,0.00575,0.0183,0.00274,0.0,0.00752,0.0,0.00637,0.0,0.10952,0.00729,0.01273,0.01417,0.0,0.04135,0.0
GABBR1,0.03697,0.06846,0.0,0.09607,0.0,0.04606,0.0,0.89277,0.34678,0.0,0.00478,0.08981,0.02991,0.00065,0.8,0.01238,0.01136,0.02065,0.64555,0.00382,0.00694,0.00238,0.0,0.02912,0.00303,0.00678,0.01685,0.0,0.0,0.0,0.01257,0.4842,0.0274,0.01526,0.04252,0.61837,0.0218,0.02424,0.0015,0.04095,0.04304,0.0
GABBR2,0.84783,0.0441,0.16402,0.07968,0.34806,0.23622,0.0,0.85923,0.83436,0.0,0.90412,0.15756,0.04984,0.00039,0.93173,0.77165,0.43861,0.30426,0.10345,0.2078,0.03984,0.00386,0.02766,0.11739,0.90255,0.29754,0.02688,0.17198,0.03559,0.05783,0.03109,0.40239,0.01331,0.17888,0.11616,0.88711,0.89653,0.38763,0.09743,0.0439,0.01937,0.0
GADD45A,0.00655,0.03077,0.0,0.00172,0.0,0.06417,0.0,0.0,0.06275,0.0,0.0,0.00257,0.0,0.0,0.09889,0.00529,0.02469,0.0,0.03662,0.0,0.01016,0.11574,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01159,0.0,0.00087,0.00706,0.01731,0.0,0.0,0.00467,0.0,0.0,0.0
GADD45B,0.01967,0.03376,0.0,0.00696,0.00502,0.02443,0.0,0.00433,0.01335,0.0,0.0,0.01846,0.00219,0.0,0.00119,0.0019,0.0,0.01146,0.00424,0.00265,0.00564,0.01631,0.00354,0.00742,0.00758,0.00202,0.00048,0.00033,0.00454,0.0,0.01504,0.01725,0.00534,0.0119,0.00783,0.00248,0.00602,0.00395,0.00506,0.02448,0.02745,0.0
GADD45G,0.00719,0.05289,0.00341,0.02882,0.0,0.0,0.0,0.01064,0.00733,0.0,0.04641,0.12496,0.00249,0.0,0.0012,0.24571,0.00312,0.01187,0.01403,0.0,0.0,0.00102,0.00127,0.0,0.92959,0.06087,0.0,0.02877,0.06757,0.05184,0.06376,0.10937,0.00286,0.00535,0.0,0.50551,0.00136,0.0,0.01534,0.0,0.02137,0.0
GAPDH,0.02961,0.01906,0.00252,0.00678,0.01546,0.0,0.0,0.00109,0.00422,0.0,0.00026,0.04192,0.00141,0.00211,0.00096,0.00146,0.0,0.01634,0.00172,0.00515,0.0058,0.00868,0.00088,0.00063,0.00387,0.00494,0.00506,0.0,0.00031,0.00042,0.00893,0.00532,0.00364,0.00403,0.0,0.00819,0.00699,0.00203,0.00262,0.00456,0.00206,0.0
GAS1,0.0099,0.00686,0.00429,0.00475,0.0,0.02603,0.0,0.00531,0.0,0.0,0.00189,0.01264,0.0,0.00067,0.0,0.00261,0.0,0.72347,0.00236,0.00253,0.00293,0.0,0.0,0.00277,0.00239,0.00234,0.01101,0.0,0.01012,0.0,0.00806,0.01569,0.00161,0.00829,0.0,0.00268,0.02171,0.00849,0.00237,0.0,0.01811,0.0
GATA4,0.86654,0.54688,1.0,0.39416,0.67038,0.72153,0.0,0.90244,0.95108,0.0,0.91768,0.23939,0.79312,0.40541,0.72862,0.67314,0.92206,0.80888,0.39152,0.91664,0.69221,0.19432,0.9231,1.0,0.95454,0.8,0.11963,0.83096,0.67826,0.65898,0.92537,0.81311,0.90841,0.40907,0.93347,0.88683,0.89655,0.91787,0.35211,1.0,1.0,0.0
GCGR,0.77885,0.08463,0.36542,0.13964,0.14984,0.38569,0.0,0.8952,0.77649,0.0,0.62773,0.15797,0.20112,0.0,0.91055,0.67143,0.85623,0.77182,0.40612,0.46349,0.38129,0.02632,0.15129,0.30068,0.918,0.33066,0.26702,0.32346,0.14423,0.1952,0.04734,0.28245,0.02594,0.21862,0.03508,0.92727,0.60839,0.35606,0.22686,0.13087,0.24266,0.0
GCK,0.98571,0.81532,0.95753,0.9697,0.84617,1.0,0.0,0.89998,0.84614,0.0,0.72158,0.62545,0.87235,0.0,0.0,0.78497,0.95833,0.5871,0.81407,0.94758,0.86248,0.8682,0.94275,0.95634,0.96865,0.80883,0.81429,0.43058,0.52784,0.92105,0.2884,0.85,0.75806,0.77777,0.70518,0.86468,1.0,0.72222,0.83052,0.76408,0.8718,0.0
GDF5,0.02592,0.01469,0.00068,0.00095,0.01511,0.00241,0.0,0.00104,0.0049,0.0,0.0,0.01187,0.0,0.0005,0.0,0.0025,0.0,0.01152,0.00618,0.00378,0.00372,0.0,0.00104,0.0,0.0,0.0,0.00547,0.02744,0.02412,0.0,0.00233,0.00257,0.00234,0.0,0.0,0.17392,0.03495,0.002,0.01197,0.0,0.01941,0.0
GDF6,0.86879,0.17606,0.08061,0.06054,0.05705,0.28206,0.0,0.93154,0.90777,0.0,0.92367,0.16786,0.09949,0.0,0.99913,0.78231,0.61233,0.90641,0.52934,0.15288,0.01841,0.0,0.15482,0.34917,0.10114,0.16085,0.24852,0.19661,0.29366,0.0571,0.06837,0.58065,0.1129,0.1421,0.47579,0.96638,0.91362,0.67423,0.20077,0.1307,0.21594,0.0
GDF7,0.60085,0.06818,0.70018,0.06918,0.16646,0.20327,0.0,0.89545,0.84806,0.0,0.30034,0.25392,0.48578,0.49938,0.99904,0.76092,0.86782,0.83879,0.23844,0.10926,0.07621,0.02199,0.01392,0.29041,0.88023,0.29561,0.14498,0.03198,0.05952,0.02309,0.0338,0.49743,0.6497,0.7162,0.01477,0.90818,0.31128,0.83896,0.5014,0.00176,0.56052,0.0
GDNF,0.95341,0.76616,0.88,0.83669,1.0,0.81999,0.0,0.96377,0.87587,0.0,0.89284,0.9596,0.19641,0.4303,1.0,0.96113,0.92811,0.90378,0.7258,0.97933,0.8252,0.66667,0.65822,0.66748,0.98919,0.98063,0.36066,0.9967,0.8252,0.9929,0.52164,0.92638,0.91092,0.59636,0.91176,0.94036,0.95185,0.70673,0.80275,1.0,0.96472,0.0
GFAP,0.9655,0.8143,1.0,0.0,1.0,1.0,0.0,0.4167,0.3333,0.0,0.9861,0.5238,0.56,0.0,0.0,1.0,0.5385,0.8333,1.0,0.5455,1.0,0.1667,1.0,1.0,0.8286,0.9524,0.0909,0.0,1.0,0.7576,0.25,0.8667,0.5,1.0,0.5,0.7143,0.5926,0.1,0.0,1.0,0.9444,0.0
GH1,0.0,0.0,0.0,0.0,0.0,0.28575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHR,1.0,0.1429,1.0,0.2,1.0,1.0,0.0,0.96231,0.89547,0.0,0.72167,0.3333,0.6,0.5,0.99847,0.8333,0.75,0.74684,0.36448,0.4286,0.4,0.4783,1.0,0.02536,0.8889,1.0,0.2222,0.7241,0.08424,0.0955,0.35147,0.7619,1.0,0.5714,0.01559,0.8889,0.60717,1.0,0.14225,1.0,1.0,0.0
GHRL,0.98306,0.95323,1.0,0.9273,1.0,0.95711,0.0,0.99493,0.9646,0.0,1.0,0.78161,0.94412,0.66667,0.9973,0.99346,0.96462,0.93961,0.89583,0.98438,0.95833,0.97777,0.96009,0.98039,0.87915,1.0,0.95556,0.85501,0.92524,0.7041,0.93597,0.98823,0.95728,0.925,0.82038,0.9688,0.9697,0.95097,0.9512,0.99233,0.92983,0.0
GHSR,0.86199,0.66325,0.71084,0.85569,0.45933,0.36223,0.0,0.91072,0.96682,0.0,0.86424,0.42241,0.67858,0.14823,0.94,0.89309,0.7673,0.90507,0.81795,0.84534,0.6361,0.04109,0.57415,0.48135,0.9484,0.50971,0.1639,0.51462,0.37703,0.35267,0.07605,0.7093,0.05278,0.58121,0.63398,0.90713,0.91773,0.49158,0.87672,0.45996,0.11156,0.0
GLI1,0.03472,0.04166,0.00112,0.01434,0.0,0.00772,0.0,0.00102,0.00528,0.0,0.0,0.01945,0.0,0.0,0.0,0.00556,0.0,0.00165,0.00453,0.00704,0.02714,0.04449,0.0,0.00228,0.00137,0.00188,0.00433,0.0,0.00998,0.0,0.00451,0.0,0.0,0.00198,0.0,0.00463,0.0,0.0,0.0,0.0133,0.00798,0.0
GLI2,1.0,0.9899,1.0,1.0,1.0,1.0,0.0,0.9737,0.5,0.0,1.0,1.0,0.9275,0.0,1.0,0.9318,0.9375,1.0,0.8,0.8966,0.9333,0.9054,1.0,0.9608,1.0,0.9787,0.6078,1.0,0.8919,1.0,0.1348,1.0,0.6585,1.0,0.5208,0.9091,0.9216,0.5833,0.9643,1.0,1.0,0.0
GLI3,0.01388,0.02289,0.00252,0.00376,0.00432,0.11,0.0,0.9305,0.79925,0.0,0.00048,0.00762,0.0,0.0,0.99705,0.00542,0.00436,0.00047,0.02817,0.04807,0.00627,0.00469,0.0,0.00285,0.00351,0.00053,0.0189,0.0,0.00221,0.00365,0.00113,0.00391,0.00685,0.00302,0.00086,0.36363,0.02451,0.00035,0.00274,0.00185,0.0108,0.0
GLP1R,0.86024,0.18816,0.04098,0.12906,0.0,0.23453,0.0,0.93282,0.71539,0.0,0.82746,0.06022,0.38861,0.0,0.0,0.62158,0.62658,0.70328,0.63399,0.34862,0.02861,0.02092,0.11843,0.08029,0.91999,0.48959,0.08284,0.06419,0.0,0.0413,0.03166,0.64661,0.01025,0.03825,0.0,0.87451,0.82412,0.42752,0.13043,0.10191,0.42309,0.0
GNA11,0.04885,0.03136,0.0,0.00189,0.0,0.0,0.0,0.00478,0.0,0.0,0.0,0.0102,0.0,0.0009,0.0,0.00184,0.0076,0.01765,0.00261,0.00217,0.0,0.00111,0.0,0.0,0.0,0.00467,0.00917,0.0,0.01038,0.0,0.0,0.09215,0.00406,0.01168,0.0,0.59402,0.0031,0.0,0.00169,0.0,0.00299,0.0
GNA12,0.98673,1.0,1.0,0.307,1.0,1.0,0.0,1.0,1.0,0.0,0.97325,1.0,0.92057,0.66273,0.3722,0.95923,1.0,1.0,0.9032,0.9556,0.9767,1.0,1.0,0.94166,1.0,1.0,1.0,0.99047,1.0,0.9465,1.0,1.0,1.0,1.0,0.9111,0.9492,0.9759,1.0,1.0,1.0,1.0,0.0
GNA13,0.0129,0.0142,0.00036,0.00142,0.00638,0.00563,0.0,0.00888,0.01694,0.0,0.00048,0.01587,0.0,0.0,0.0,0.00176,0.0019,0.0048,0.02989,0.00433,0.01017,0.00623,0.00884,0.00661,0.00058,0.00604,0.00395,0.00816,0.00812,0.0,0.00366,0.00801,0.00719,0.00745,0.0,0.005,0.01453,0.0065,0.00459,0.03557,0.00367,0.0
GNA14,0.84236,0.72849,0.02367,0.0437,0.27647,0.01759,0.0,0.93622,0.01935,0.0,0.2883,0.4894,0.82623,0.0,0.27544,0.86286,0.01564,0.05594,0.04793,0.29855,0.33001,0.31519,0.02656,0.08244,0.94274,0.06975,0.02686,0.16307,0.07661,0.85068,0.34114,0.86128,0.76454,0.19387,0.34298,0.75549,0.308,0.07496,0.66804,0.89569,0.91353,0.0
GNA15,0.94642,0.84305,0.7818,0.43504,0.91012,0.52464,0.0,0.85381,0.77494,0.0,0.48719,0.74849,0.80238,0.99495,0.5,0.87028,0.82927,0.46536,0.48731,0.93103,0.70213,0.60558,0.49999,0.71818,0.41414,0.67904,0.74525,0.86646,0.69289,0.97143,0.29712,0.53882,0.54375,0.55563,1.0,0.34685,0.99048,0.64911,0.90405,0.34469,0.87038,0.0
GNAI1,0.01502,0.00423,0.00255,0.00496,0.0,0.0,0.0,0.0,0.0447,0.0,0.06209,0.00526,0.0,0.0,0.0,0.01088,0.0368,0.02007,0.09375,0.0,0.0,0.00316,0.0,0.01352,0.0,0.0,0.0246,0.0,0.00352,0.01503,0.00126,0.16101,0.0,0.0,0.0,0.31767,0.00809,0.0,0.08153,0.0,0.02913,0.0
GNAI2,0.32242,0.13323,0.12953,0.12676,0.2,0.18674,0.0,0.12527,0.14601,0.0,0.13587,0.12755,0.16832,0.33547,0.16667,0.12964,0.16556,0.19066,0.20805,0.13989,0.13562,0.10489,0.12384,0.20929,0.12132,0.125,0.13753,0.125,0.18939,0.12821,0.12518,0.16164,0.12391,0.1307,0.12821,0.12695,0.1311,0.23853,0.29836,0.125,0.16892,0.0
GNAI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00176,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00486,0.0,0.0,0.00481,0.0,0.0,0.0,0.0,0.00691,0.00439,0.0,0.0,0.0,0.0,0.0,0.0,0.00617,0.0049,0.0,0.02955,0.0,0.0,0.00508,0.0,0.00637,0.0
GNAL,1.0,0.79546,0.89474,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.89972,0.17113,0.8732,0.0,0.99503,0.60391,1.0,0.82951,0.5,1.0,1.0,0.13655,1.0,1.0,1.0,0.81944,0.05233,0.60754,0.38062,0.82863,0.85776,0.82014,0.73554,1.0,0.875,0.8,1.0,0.5,1.0,1.0,0.55844,0.0
GNAO1,0.32154,0.08801,0.0868,0.15605,0.19392,0.12307,0.0,0.75655,0.81818,0.0,0.09914,0.19285,0.01858,0.00167,0.89848,0.39198,0.30285,0.11587,0.08547,0.0152,0.0083,0.03418,0.02283,0.01324,0.09058,0.12088,0.09048,0.20701,0.0,0.0,0.12645,0.55051,0.02323,0.03103,0.07923,0.77658,0.18125,0.04478,0.05,0.1682,0.12356,0.0
GNAQ,0.05424,0.04513,0.00218,0.01934,0.0,0.02595,0.0,0.00044,0.06809,0.0,0.00037,0.01002,0.0,0.0,0.0,0.01493,0.00126,0.03062,0.00493,0.01126,0.0,0.01477,0.00111,0.00917,0.03251,0.03629,0.03029,0.00443,0.00184,0.10143,0.00372,0.04553,0.00075,0.02082,0.0524,0.96589,0.00191,0.00128,0.02214,0.01476,0.00976,0.0
GNAS,1.0,0.96004,1.0,0.69463,1.0,0.93939,0.0,0.9633,0.87321,0.0,0.97811,0.8219,0.79604,1.0,1.0,0.93366,0.9401,0.78451,0.86493,0.96858,0.9737,0.61616,0.87859,0.98483,1.0,0.7361,0.93068,0.8527,0.7778,0.98374,0.90624,0.9153,0.75873,0.73863,0.91935,0.97635,0.96035,0.92709,0.74649,0.9531,0.98585,0.0
GNB1,0.02128,0.04997,0.05872,0.01133,0.03786,0.03132,0.0,0.00747,0.01012,0.0,0.01568,0.06875,0.00431,0.00267,0.00111,0.0125,0.11601,0.01883,0.10417,0.01363,0.01696,0.02175,0.09981,0.05968,0.01118,0.00052,0.00889,0.00635,0.03353,0.04837,0.04264,0.03495,0.00692,0.03644,0.04874,0.04102,0.00463,0.00408,0.04398,0.01893,0.06763,0.0
GNB2,0.03957,0.00853,0.00178,0.00971,0.0,0.00277,0.0,0.00384,0.0,0.0,0.0005,0.01845,0.00392,0.0,0.0,0.00572,0.0,0.0,0.02062,0.0,0.0,0.02098,0.0,0.0,0.0302,0.0,0.00405,0.0,0.0182,0.0,0.00254,0.0,0.0,0.0,0.0,0.00369,0.00175,0.0,0.00308,0.054,0.0,0.0
GNB3,0.76376,0.87366,1.0,0.3636,0.1765,0.697,0.0,0.9808,0.6364,0.0,0.74313,0.71609,0.8491,0.0,1.0,0.7907,0.7561,0.0833,0.7222,0.7818,0.9091,0.67807,0.913,0.8529,0.9118,0.8148,0.8182,0.7288,0.3,0.1667,0.05,0.0,0.7059,0.0,0.8049,0.5333,0.90754,0.0,0.7368,0.74419,0.75,0.0
GNB4,0.07609,0.08051,0.0361,0.0,0.0,0.0,0.0,0.94095,0.887,0.0,0.49182,0.02878,0.0,0.00243,1.0,0.00198,0.03448,0.0,0.0,0.00453,0.0019,0.0188,0.01619,0.0,0.0,0.02434,0.01008,0.0,0.00914,0.00367,0.0037,0.01371,0.00362,0.0,0.00576,0.04421,0.66719,0.00351,0.03499,0.0,0.06722,0.0
GNB5,0.08853,0.0456,0.00795,0.02001,0.03111,0.01242,0.0,0.23468,0.06176,0.0,0.00131,0.01287,0.05505,0.0,0.0,0.06168,0.09001,0.01031,0.02633,0.01704,0.03976,0.0,0.00338,0.02528,0.05125,0.02454,0.01678,0.0,0.0096,0.02952,0.02556,0.04497,0.05206,0.04404,0.0,0.16974,0.02728,0.03149,0.01946,0.09584,0.04946,0.0
GNG10,0.33262,0.12,0.22105,0.15528,0.0,0.14888,0.0,0.27423,0.24059,0.0,0.42625,0.05172,0.15723,0.0,0.0,0.28906,0.26008,0.34722,0.6111,0.24638,0.34469,0.09663,0.36,0.39474,0.23664,0.30488,0.07071,0.0,0.6296,0.24111,0.19138,0.12195,0.28181,0.6443,0.12246,0.34139,0.25345,0.1842,0.42353,0.26207,0.5,0.0
GNG11,0.05908,0.02334,0.0014,0.27568,0.06667,0.54702,0.0,0.89121,0.91167,0.0,0.00078,0.20335,0.21005,0.0,0.9973,0.91754,0.47186,0.55478,0.64864,0.01704,0.02794,0.34916,0.23077,0.13484,0.24728,0.47806,0.04653,0.23238,0.34801,0.05063,0.06115,0.0782,0.00315,0.03293,0.33549,0.68552,0.26642,0.01698,0.25927,0.0946,0.51004,0.0
GNG13,0.77437,0.38054,0.23152,0.03128,0.1228,0.15381,0.0,0.37295,0.17157,0.0,0.0709,0.12297,0.09688,0.00063,0.375,0.31965,0.26628,0.41393,0.24722,0.33164,0.21105,0.33762,0.24979,0.30961,0.35687,0.14952,0.03995,0.26102,0.28342,0.03121,0.06643,0.1092,0.27758,0.05999,0.10719,0.888,0.30337,0.20939,0.25558,0.02727,0.49677,0.0
GNG4,0.61578,0.08802,0.30562,0.05817,0.04247,0.32723,0.0,0.76119,0.79146,0.0,0.29688,0.49793,0.55936,0.0,0.74074,0.53349,0.63158,0.86916,0.43622,0.08463,0.27049,0.00985,0.02691,0.0676,0.44875,0.783,0.08592,0.10519,0.58854,0.28783,0.1892,0.37382,0.1883,0.06576,0.1223,0.96254,0.00369,0.50483,0.5377,0.13526,0.33986,0.0
GNG5,0.02643,0.0458,0.0081,0.0,0.0,0.0,0.0,0.00624,0.01845,0.0,0.00254,0.03362,0.0,0.001,0.0,0.03267,0.0,0.01202,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00332,0.0,0.0,0.0055,0.03013,0.00244,0.04587,0.0,0.0,0.0,0.00781,0.0
GNG7,0.04719,0.0472,0.0,0.01475,0.0,0.02628,0.0,0.00893,0.625,0.0,0.00813,0.18497,0.00517,0.0,0.2,0.48343,0.01492,0.04095,0.0119,0.0045,0.00392,0.07953,0.0,0.0,0.00703,0.01144,0.00396,0.00589,0.01762,0.00725,0.00376,0.15842,0.0,0.0,0.02137,0.62599,0.6244,0.0,0.00149,0.001,0.00528,0.0
GNG8,0.45088,0.04189,0.01449,0.0,0.13723,0.18183,0.0,0.327,0.14178,0.0,0.0234,0.01906,0.1194,0.0,0.49791,0.06957,0.1736,0.49032,0.34831,0.0652,0.0,0.13178,0.02702,0.03064,0.23457,0.0,0.0,0.07447,0.24999,0.32168,0.1598,0.28125,0.0,0.03572,0.11493,1.0,0.03819,0.0,0.25927,0.01923,0.34042,0.0
GNGT2,0.95994,0.83823,0.98847,0.8195,0.9717,0.96592,0.0,0.95385,0.90288,0.0,0.88312,0.67475,0.92496,0.0,0.75,0.92055,0.81327,0.63782,0.9474,0.9641,0.74729,0.9627,0.97124,0.94413,0.28914,0.60972,0.08797,0.54804,0.6895,0.8232,0.14031,0.65706,0.48136,0.95169,0.5724,0.39905,0.815,0.47699,0.64561,0.0242,0.78352,0.0
GPR161,0.09608,0.0128,0.00474,0.0046,0.01016,0.00315,0.0,0.0,0.0,0.0,0.00581,0.03261,0.00139,0.0,0.00341,0.0,0.00625,0.00399,0.01601,0.0098,0.01028,0.0,0.01038,0.00263,0.00491,0.0,0.02703,0.0,0.00648,0.0,0.00824,0.00565,0.0,0.00917,0.0,0.21088,0.0,0.01221,0.00592,0.00041,0.00652,0.0
GRB10,0.65502,0.64345,0.36711,0.67117,0.28261,0.60784,0.0,0.96535,0.49984,0.0,0.3805,0.62524,0.48766,0.9991,1.0,0.88542,0.45784,0.21107,0.20874,0.73382,0.96939,0.40541,0.25446,0.39162,0.2406,0.1834,0.23647,0.76897,0.61495,0.6413,0.59562,0.81945,0.49871,0.92763,0.40333,0.9084,0.66708,0.49049,0.40745,0.45749,0.49279,0.0
GRB2,0.05926,0.01496,0.00312,0.01428,0.01578,0.0,0.0,0.018,0.01193,0.0,0.01908,0.02498,0.00507,0.0,0.0,0.01084,0.00288,0.02719,0.00928,0.00401,0.00051,0.01091,0.00881,0.00947,0.0,0.00824,0.0,0.02694,0.00241,0.00081,0.0,0.01901,0.00885,0.01803,0.0,0.00859,0.00584,0.0,0.00678,0.04153,0.0086,0.0
